,,,,,,,,,,,,,,,,,,,,,
"□ 조립 리드타임 실적 집계 (HN5010 이후, 16년 5월 이후)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,기본정보,,,,,,,,,기타 정보,,,,계획,실적,,,,,,
,팀,세부공정,선종,프로젝트,블럭,Ass'y,PCG,PCG명,업체명,Weight,길이(L),폭(B),높이(H),계획L/T,착수,완료,실적L/T,,,,
,조립2팀,중조립,114K PC,HN5019,B59S,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 12.2, 5.4, 2.9,12 ,2018/10/24,2018/11/6,10 ,,,,
,조립2팀,중조립,114K PC,HN5019,D16S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 18.5, 4.5, 0.0,7 ,2018/10/26,2018/11/5,7 ,,,,
,조립2팀,중조립,114K PC,HN5019,D17P,TB84,CD1,M/DECK,(유)동강산업,, 4.1, 18.8, 1.0,5 ,2018/11/2,2018/11/6,3 ,,,,
,조립2팀,중조립,114K PC,HN5019,D17S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 21.6, 5.0, 4.7,7 ,2018/10/29,2018/11/6,7 ,,,,
,조립2팀,중조립,114K PC,HN5019,D17S,TB84,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.1, 18.8, 1.0,6 ,2018/11/2,2018/11/6,3 ,,,,
,조립2팀,중조립,114K PC,HN5019,D18P,TB91,CD1,M/DECK,(유)동강산업,, 4.2, 18.7, 1.0,5 ,2018/11/13,2018/11/19,5 ,,,,
,조립2팀,중조립,114K PC,HN5019,D18S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 19.8, 5.0, 4.8,7 ,2018/11/7,2018/11/16,8 ,,,,
,조립2팀,중조립,114K PC,HN5019,D18S,TB91,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.2, 18.7, 1.0,6 ,2018/11/13,2018/11/19,5 ,,,,
,조립2팀,중조립,114K PC,HN5019,D19S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 18.6, 5.0, 4.7,7 ,2018/11/12,2018/11/19,6 ,,,,
,조립2팀,중조립,114K PC,HN5020,B11C,TT1,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 19.5, 11.0, 2.5,9 ,2018/10/27,2018/11/6,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,B11C,TT2,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 19.5, 11.1, 2.5,9 ,2018/10/27,2018/11/6,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,B18S,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 19.8, 15.2, 2.5,8 ,2018/11/20,2018/11/29,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,B52P,HP1,CS4,HOPPER (CURVE),(유)유진테크노,, 14.1, 10.1, 3.9,12 ,2018/10/30,2018/11/14,12 ,,,,
,조립2팀,중조립,114K PC,HN5020,B52P,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 7.1, 5.4, 3.4,12 ,2018/10/30,2018/11/14,12 ,,,,
,조립2팀,중조립,114K PC,HN5020,B52S,HP1,CS4,HOPPER (CURVE),(유)유진테크노,, 14.1, 10.1, 3.9,12 ,2018/10/30,2018/11/14,12 ,,,,
,조립2팀,중조립,114K PC,HN5020,B52S,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 7.1, 5.4, 3.4,12 ,2018/10/30,2018/11/14,12 ,,,,
,조립2팀,중조립,114K PC,HN5020,D11P,TB56D,CD1,M/DECK,(유)삼진기업,, 12.1, 5.4, 1.1,5 ,2018/11/15,2018/11/20,4 ,,,,
,조립2팀,중조립,114K PC,HN5020,D11S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 19.5, 5.0, 5.0,7 ,2018/11/8,2018/11/16,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,D11S,TB56D,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 12.1, 5.4, 1.1,5 ,2018/11/15,2018/11/20,4 ,,,,
,조립2팀,중조립,114K PC,HN5020,D11S,TB56E,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 7.3, 4.8, 1.9,5 ,2018/11/15,2018/11/20,4 ,,,,
,조립2팀,중조립,114K PC,HN5020,D12P,TB63,CD1,M/DECK,(유)동강산업,, 4.5, 18.8, 2.0,5 ,2018/11/20,2018/11/22,3 ,,,,
,조립2팀,중조립,114K PC,HN5020,D12S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 20.9, 4.5, 0.0,7 ,2018/11/14,2018/11/22,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,D12S,TB63,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.5, 18.8, 2.0,6 ,2018/11/20,2018/11/22,3 ,,,,
,조립2팀,중조립,114K PC,HN5020,D13S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 21.3, 5.0, 4.7,7 ,2018/11/16,2018/11/23,6 ,,,,
,조립2팀,중조립,114K PC,HN5020,D14P,TB70,CD1,M/DECK,(유)동강산업,, 4.1, 18.8, 1.9,5 ,2018/11/23,2018/11/29,5 ,,,,
,조립2팀,중조립,114K PC,HN5020,D14S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 21.6, 5.0, 4.8,7 ,2018/11/20,2018/11/28,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,D14S,TB70,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.1, 18.8, 1.9,6 ,2018/11/23,2018/11/29,5 ,,,,
,조립2팀,중조립,114K PC,HN5020,S12P,TB63,CS2,S/SHELL (CURVE),(유)삼진기업,, 11.7, 5.2, 6.6,6 ,2018/10/26,2018/11/5,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S12P,LB1,CS2,S/SHELL (CURVE),(유)삼진기업,, 20.9, 15.2, 2.6,10 ,2018/10/30,2018/11/8,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S12S,LB1,CS2,S/SHELL (CURVE),(유)삼진기업,, 20.9, 15.2, 2.6,10 ,2018/10/31,2018/11/8,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S12S,TB63,CS2,S/SHELL (CURVE),(유)삼진기업,, 11.7, 5.2, 6.6,6 ,2018/10/30,2018/11/8,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S13P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.3, 6.9, 5.6,10 ,2018/10/23,2018/11/1,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S13S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.3, 15.2, 2.6,8 ,2018/10/24,2018/11/5,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 6.8, 5.6,10 ,2018/10/29,2018/11/5,6 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.6, 15.2, 2.6,8 ,2018/10/29,2018/11/6,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14P,TB70,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.7, 5.2, 0.0,6 ,2018/10/26,2018/11/6,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14S,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 8.5, 5.3,8 ,2018/10/23,2018/11/1,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.6, 15.2, 2.6,8 ,2018/11/2,2018/11/13,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14S,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 6.8, 5.6,10 ,2018/11/2,2018/11/13,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S14S,TB70,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.7, 5.2, 0.0,10 ,2018/11/5,2018/11/14,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15P,TB77,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.7, 5.2, 0.0,6 ,2018/10/30,2018/11/7,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 19.4, 6.8, 5.6,10 ,2018/10/30,2018/11/9,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 19.4, 15.2, 2.6,8 ,2018/11/1,2018/11/12,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15S,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 19.4, 8.5, 5.3,8 ,2018/10/23,2018/11/1,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15S,TB77,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.7, 5.2, 0.0,6 ,2018/11/5,2018/11/14,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15S,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 19.4, 6.8, 5.6,10 ,2018/11/5,2018/11/15,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S15S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 19.4, 15.2, 2.6,8 ,2018/11/6,2018/11/16,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16P,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/10/30,2018/11/1,3 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16P,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 18.5, 8.5, 5.3,8 ,2018/10/29,2018/11/8,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 18.5, 6.8, 5.6,10 ,2018/11/12,2018/11/19,6 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 18.5, 15.2, 2.6,8 ,2018/11/8,2018/11/19,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16S,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/11/2,2018/11/6,3 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16S,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 18.5, 8.5, 5.3,8 ,2018/11/2,2018/11/12,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 18.5, 15.2, 2.6,8 ,2018/11/13,2018/11/22,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S16S,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 18.5, 6.8, 5.6,10 ,2018/11/13,2018/11/23,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17P,BG1A,CS1,S/SHELL (FLAT),(유)유진테크노,, 0.0, 0.0, 0.0,5 ,2018/11/6,2018/11/8,3 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17P,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 8.6, 5.3,8 ,2018/10/30,2018/11/8,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17P,TB84,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.8, 5.2, 6.6,6 ,2018/11/8,2018/11/19,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 4.6, 5.6,10 ,2018/11/12,2018/11/21,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.6, 15.2, 2.6,8 ,2018/11/12,2018/11/23,10 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17S,BG1A,CS1,S/SHELL (FLAT),(유)유진테크노,, 0.0, 0.0, 0.0,5 ,2018/11/9,2018/11/14,4 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17S,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 8.6, 5.3,8 ,2018/11/5,2018/11/14,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17S,TB84,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.8, 5.2, 6.6,6 ,2018/11/15,2018/11/23,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.6, 15.2, 2.6,8 ,2018/11/16,2018/11/26,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,S17S,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 4.6, 5.6,10 ,2018/11/19,2018/11/29,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,S18P,LB2,CS2,S/SHELL (CURVE),(유)삼진기업,, 14.2, 15.6, 3.6,8 ,2018/11/5,2018/11/14,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,S18S,LB2,CS2,S/SHELL (CURVE),(유)삼진기업,, 14.2, 15.8, 3.6,8 ,2018/11/9,2018/11/20,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,A11C,ET1,AL2,STERN BOSS,(유)유진테크노,, 2.4, 4.8, 0.0,6 ,2018/11/9,2018/11/16,6 ,,,,
,조립2팀,중조립,115K PC,HN5025,B12P,TT1,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 20.9, 15.2, 2.5,9 ,2018/11/7,2018/11/16,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B12S,TT1,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 20.9, 15.2, 2.5,9 ,2018/11/8,2018/11/19,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B13P,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 21.3, 15.2, 2.5,8 ,2018/11/12,2018/11/20,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,B13S,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 21.3, 15.4, 2.5,8 ,2018/11/9,2018/11/20,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B14P,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 21.6, 15.2, 2.5,8 ,2018/11/14,2018/11/22,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,B14S,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 21.6, 15.2, 2.5,8 ,2018/11/15,2018/11/26,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B15P,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 19.4, 15.2, 2.5,8 ,2018/11/19,2018/11/27,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,B15S,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 19.4, 15.2, 2.5,8 ,2018/11/19,2018/11/27,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,B16P,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 18.5, 15.2, 2.5,8 ,2018/11/20,2018/11/28,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13P,BG1,CS1,S/SHELL (FLAT),(유)유진테크노,, 0.0, 0.0, 0.0,5 ,2018/11/15,2018/11/20,4 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13P,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.3, 8.5, 5.3,8 ,2018/11/9,2018/11/20,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13S,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.3, 8.5, 5.3,8 ,2018/11/13,2018/11/20,6 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13S,BG1,CS1,S/SHELL (FLAT),(유)유진테크노,, 0.0, 0.0, 0.0,5 ,2018/11/19,2018/11/22,4 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14P,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/11/16,2018/11/19,2 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14P,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 8.5, 5.3,8 ,2018/11/13,2018/11/22,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14S,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/11/26,2018/11/27,2 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14S,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 8.5, 5.3,8 ,2018/11/19,2018/11/30,10 ,,,,
,조립2팀,중조립,115K PC,HN5025,S15P,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/11/22,2018/11/23,2 ,,,,
,조립2팀,중조립,115K PC,HN5025,S15P,HP1,CS1,S/SHELL (FLAT),(유)유진테크노,, 19.4, 8.5, 5.3,8 ,2018/11/15,2018/11/26,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S15S,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/11/27,2018/11/29,3 ,,,,
,조립2팀,중조립,115K PC,HN5025,S16P,BG1,CS1,S/SHELL (FLAT),(유)동강산업,, 0.0, 0.0, 0.0,5 ,2018/11/29,2018/11/30,2 ,,,,
,조립2팀,중조립,114K PC,HN5020,B18P,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 19.8, 15.2, 2.5,8 ,2018/11/27,2018/12/6,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,B19P,TT1,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 18.3, 13.3, 2.5,8 ,2018/11/28,2018/12/7,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,B19S,TT1,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 18.3, 13.3, 2.5,8 ,2018/11/21,2018/12/3,9 ,,,,
,조립2팀,중조립,114K PC,HN5020,B58P,SS1,CS4,HOPPER (CURVE),(유)유진테크노,, 0.0, 0.0, 0.0,14 ,2018/11/21,2018/12/7,13 ,,,,
,조립2팀,중조립,114K PC,HN5020,B58P,SS2,CS4,HOPPER (CURVE),(유)유진테크노,, 0.0, 0.0, 0.0,14 ,2018/11/23,2018/12/12,14 ,,,,
,조립2팀,중조립,114K PC,HN5020,B58S,SS1,CS4,HOPPER (CURVE),(유)유진테크노,, 0.0, 0.0, 0.0,14 ,2018/11/21,2018/12/7,13 ,,,,
,조립2팀,중조립,114K PC,HN5020,B58S,SS2,CS4,HOPPER (CURVE),(유)유진테크노,, 0.0, 0.0, 0.0,14 ,2018/11/21,2018/12/7,13 ,,,,
,조립2팀,중조립,114K PC,HN5020,B59P,HP1,CS4,HOPPER (CURVE),(유)유진테크노,, 7.2, 5.4, 3.2,12 ,2018/11/28,2018/12/17,14 ,,,,
,조립2팀,중조립,114K PC,HN5020,B59P,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 12.2, 5.4, 2.9,12 ,2018/11/28,2018/12/17,14 ,,,,
,조립2팀,중조립,114K PC,HN5020,B59S,HP1,CS4,HOPPER (CURVE),(유)유진테크노,, 7.2, 5.4, 3.2,12 ,2018/11/28,2018/12/17,14 ,,,,
,조립2팀,중조립,114K PC,HN5020,B59S,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 12.2, 5.4, 2.9,12 ,2018/11/28,2018/12/17,14 ,,,,
,조립2팀,중조립,114K PC,HN5020,D15P,TB77,CD1,M/DECK,(유)동강산업,, 4.1, 18.8, 1.9,6 ,2018/11/30,2018/12/6,5 ,,,,
,조립2팀,중조립,114K PC,HN5020,D15S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 19.4, 5.0, 4.8,7 ,2018/11/23,2018/12/4,8 ,,,,
,조립2팀,중조립,114K PC,HN5020,D15S,TB77,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.1, 18.8, 1.9,6 ,2018/11/30,2018/12/6,5 ,,,,
,조립2팀,중조립,114K PC,HN5020,D16S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 18.5, 4.5, 0.0,7 ,2018/11/28,2018/12/6,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,D17P,TB84,CD1,M/DECK,(유)동강산업,, 4.1, 18.8, 1.0,5 ,2018/12/5,2018/12/10,4 ,,,,
,조립2팀,중조립,114K PC,HN5020,D17S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 21.6, 5.0, 4.7,7 ,2018/11/29,2018/12/7,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,D17S,TB84,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.1, 18.8, 1.0,6 ,2018/12/5,2018/12/7,3 ,,,,
,조립2팀,중조립,114K PC,HN5020,D18P,TB91,CD1,M/DECK,(유)동강산업,, 4.2, 18.7, 1.0,5 ,2018/12/12,2018/12/18,5 ,,,,
,조립2팀,중조립,114K PC,HN5020,D18S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 19.8, 5.0, 4.8,7 ,2018/12/6,2018/12/14,7 ,,,,
,조립2팀,중조립,114K PC,HN5020,D18S,TB91,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.2, 18.7, 1.0,6 ,2018/12/12,2018/12/18,5 ,,,,
,조립2팀,중조립,114K PC,HN5020,D19S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 18.6, 5.0, 4.7,7 ,2018/12/12,2018/12/20,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,B11C,TT1,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 19.5, 11.0, 2.5,9 ,2018/11/29,2018/12/10,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B11C,TT2,CB2,D.BOTTOM (CURVE),(유)삼진기업,, 19.5, 11.1, 2.5,9 ,2018/11/29,2018/12/10,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B16S,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 18.5, 15.2, 2.5,8 ,2018/11/21,2018/12/3,9 ,,,,
,조립2팀,중조립,115K PC,HN5025,B17P,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 21.6, 15.2, 2.5,8 ,2018/11/22,2018/12/4,9 ,,,,
,조립2팀,중조립,115K PC,HN5025,B17S,TT1,CB1,D.BOTTOM (FLAT),(유)삼진기업,, 21.6, 15.4, 2.5,8 ,2018/11/23,2018/12/4,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,B52P,HP1,CS4,HOPPER (CURVE),(유)유진테크노,, 14.1, 10.1, 3.9,12 ,2018/11/29,2018/12/26,19 ,,,,
,조립2팀,중조립,115K PC,HN5025,B52P,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 7.1, 5.4, 3.4,12 ,2018/11/29,2018/12/26,19 ,,,,
,조립2팀,중조립,115K PC,HN5025,B52S,HP1,CS4,HOPPER (CURVE),(유)유진테크노,, 14.1, 10.1, 3.9,12 ,2018/11/29,2018/12/26,19 ,,,,
,조립2팀,중조립,115K PC,HN5025,B52S,HP2,CS4,HOPPER (CURVE),(유)유진테크노,, 7.1, 5.4, 3.4,12 ,2018/11/28,2018/12/26,20 ,,,,
,조립2팀,중조립,115K PC,HN5025,D11P,TB56D,CD1,M/DECK,(유)삼진기업,, 12.1, 5.4, 1.1,5 ,2018/12/24,2018/12/26,2 ,,,,
,조립2팀,중조립,115K PC,HN5025,D11S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 19.5, 5.0, 5.0,7 ,2018/12/12,2018/12/20,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,D11S,TB56D,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 12.1, 5.4, 1.1,5 ,2018/12/24,2018/12/26,2 ,,,,
,조립2팀,중조립,115K PC,HN5025,D11S,TB56E,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 7.3, 4.8, 1.9,5 ,2018/12/24,2018/12/27,3 ,,,,
,조립2팀,중조립,115K PC,HN5025,D12P,TB63,CD1,M/DECK,(유)동강산업,, 4.5, 18.8, 2.0,5 ,2018/12/19,2018/12/26,5 ,,,,
,조립2팀,중조립,115K PC,HN5025,D12S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 20.9, 4.5, 0.0,7 ,2018/12/14,2018/12/24,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,D12S,TB63,CD11,M/DECK(LB0A 포함),(유)동강산업,, 4.5, 18.8, 2.0,6 ,2018/12/19,2018/12/26,5 ,,,,
,조립2팀,중조립,115K PC,HN5025,D13S,LB0,CD11,M/DECK(LB0A 포함),(유)삼진기업,, 21.3, 5.0, 4.7,7 ,2018/12/19,2018/12/27,6 ,,,,
,조립2팀,중조립,115K PC,HN5025,S12P,LB1,CS2,S/SHELL (CURVE),(유)삼진기업,, 20.9, 15.2, 2.6,10 ,2018/11/29,2018/12/10,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S12P,TB63,CS2,S/SHELL (CURVE),(유)삼진기업,, 11.7, 5.2, 6.6,6 ,2018/11/30,2018/12/14,11 ,,,,
,조립2팀,중조립,115K PC,HN5025,S12S,LB1,CS2,S/SHELL (CURVE),(유)삼진기업,, 20.9, 15.2, 2.6,10 ,2018/12/3,2018/12/12,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S12S,TB63,CS2,S/SHELL (CURVE),(유)삼진기업,, 11.7, 5.2, 6.6,6 ,2018/12/4,2018/12/12,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.3, 15.2, 2.6,8 ,2018/11/22,2018/12/3,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.3, 6.9, 5.6,10 ,2018/11/21,2018/12/6,12 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.3, 15.2, 2.6,8 ,2018/11/26,2018/12/5,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S13S,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.3, 6.9, 5.6,10 ,2018/11/23,2018/12/6,10 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.6, 15.2, 2.6,8 ,2018/11/27,2018/12/7,9 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14P,TB70,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.7, 5.2, 0.0,6 ,2018/11/27,2018/12/7,9 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14P,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 6.8, 5.6,10 ,2018/11/30,2018/12/14,11 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14S,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 21.6, 15.2, 2.6,8 ,2018/11/30,2018/12/10,7 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14S,TB70,CS1,S/SHELL (FLAT),(유)삼진기업,, 14.7, 5.2, 0.0,10 ,2018/11/30,2018/12/17,12 ,,,,
,조립2팀,중조립,115K PC,HN5025,S14S,BS1,CS1,S/SHELL (FLAT),(유)유진테크노,, 21.6, 6.8, 5.6,10 ,2018/12/7,2018/12/18,8 ,,,,
,조립2팀,중조립,115K PC,HN5025,S15P,LB1,CS1,S/SHELL (FLAT),(유)삼진기업,, 19.4, 15.2, 2.6,8 ,2018/11/28,2018/12/7,8 ,,,,
